id,name,attribution,description,count_rows,viewCount,downloadCount,category,tags,createdAt,updatedAt,dataUpdatedAt,metadataUpdatedAt,domain,attributionLink,webUri,dataUri
259a-b6s7,Forestry Risk Assessments,Department of Parks and Recreation,"Risk Assessments are sub-components of Inspection records where Type = Level 2. Trees are inspected in accordance with Parks' Tree Risk Management program. For a given defect identified on a tree, 3 rating variables are selected to arrive at a Total Rating. Because multiple defects can be noted on a tree, multiple Risk Assessment records can be related to one Inspection.

User guide: https://docs.google.com/document/d/1PVPWFi-WExkG3rvnagQDoBbqfsGzxCKNmR6n678nUeU/edit?usp=sharing

Data dictionary: https://docs.google.com/spreadsheets/d/1yMfZgcsrvx9M0b3-ZdEQ3WCk2dFxgitCWytTrJSwEAs/edit?usp=sharing",1008688,1082,1341,Environment,"['trees', 'risk', 'inspection', 'forestry']",2019-11-19T20:37:35+0000,2024-08-06T13:01:24+0000,2024-08-06T13:03:08+0000,2024-08-06T13:01:24+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/259a-b6s7,https://data.cityofnewyork.us/resource/259a-b6s7
9tnu-6rdi,High School Equivalency (HSE) Diplomas Awarded to NYCHA Residents by NYCHA Development – Local Law 163,Department of Education (DOE),"This datasets contains information about NYCHA residents who earned a high school equivalency (HSE) diploma in a given year. Only Pathways to Graduation HSE graduates are included. Pathways to Graduation is a full-time free NYC Department of Education program that helps students earn their HSE Diploma. Each row in the dataset represents the number of public housing residents on a NYCHA Development-level who earned a HSE diploma through participation in Pathways to Graduation. 
Up until December 2021, in New York State, HSE diplomas were awarded to students who passed the Test Assessing Secondary Completion (TASC) exam. In December 2021 New York Staten transitioned from using the TASC to the <a href=""https://ged.com/"">GED Test</a>  as the state’s HSE exam.
For datasets related to other services provided to NYCHA residents, view the data collection “Services available to NYCHA Residents - Local Law 163”.",662,369,510,Social Services,"['nycha', 'll163', 'locallaw163', 'public housing', 'doe', 'tasc', 'education']",2019-11-19T17:11:25+0000,2023-11-21T22:46:45+0000,2023-11-21T22:45:53+0000,2023-11-21T22:46:45+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/9tnu-6rdi,https://data.cityofnewyork.us/resource/9tnu-6rdi
i6ds-scnc,High School Equivalency (HSE) Diplomas Awarded to NYCHA Residents by Council District – Local Law 163,Department of Education (DOE),"This datasets contains information about NYCHA residents who earned a high school equivalency (HSE) diploma in a given year. Only Pathways to Graduation HSE graduates are included. Pathways to Graduation is a full-time free NYC Department of Education program that helps students earn their HSE Diploma. Each row in the dataset represents the number of public housing residents on a Council District-level who earned a HSE diploma through participation in Pathways to Graduation. 
Up until December 2021, in New York State, HSE diplomas were awarded to students who passed the Test Assessing Secondary Completion (TASC) exam. In December 2021 New York Staten transitioned from using the TASC to the <a href=""https://ged.com/"">GED Test</a> as the state’s HSE exam.
For datasets related to other services provided to NYCHA residents, view the data collection “Services available to NYCHA Residents - Local Law 163”.",152,375,451,Social Services,"['nycha', 'll163', 'locallaw163', 'public housing', 'doe', 'tasc', 'education']",2019-11-19T17:02:05+0000,2023-11-21T22:45:35+0000,2023-11-21T22:42:02+0000,2023-11-21T22:45:35+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/i6ds-scnc,https://data.cityofnewyork.us/resource/i6ds-scnc
bheb-sjfi,Sidewalk Correspondences,Department of Transportation,Tracks all written correspondences to the Sidewalk Program.,21476,2563,1199,Transportation,"['sidewalk', 'repair', 'expedite', 'sim', 'complaints', 'correspondence']",2019-11-19T16:11:10+0000,2024-04-26T14:43:00+0000,2023-01-06T17:05:26+0000,2024-04-26T14:43:00+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/bheb-sjfi,https://data.cityofnewyork.us/resource/bheb-sjfi
p4u2-3jgx,Sidewalk Dismissal Inspection Tracking,Department of Transportation (DOT),Tracks dismissal inspection requests and results from property owners who repairs their sidewalk privately.,42423,5203,577,Transportation,"['sidewalks', 'violations', 'dismissal', 'inspection']",2019-11-19T15:54:57+0000,2024-02-26T17:55:04+0000,2024-02-26T17:55:11+0000,2024-02-26T17:55:04+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/p4u2-3jgx,https://data.cityofnewyork.us/resource/p4u2-3jgx
u9au-h79y,Step Streets Locations,Department of Transportation (DOT),"Step Street are steps that were built, instead of a typical roadway, on a mapped street that has a huge grade difference.  They were built to avoid very steep roadway and provide access for public use. These steep, block-long, open-air staircases for pedestrians connect two streets at different elevations.",110,2832,698,Transportation,"['step', 'streets', 'sidewalk', 'roadway', 'stairs']",2019-11-19T15:29:06+0000,2024-05-17T18:02:09+0000,2024-05-17T18:02:03+0000,2024-05-17T18:02:09+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/u9au-h79y,https://data.cityofnewyork.us/resource/u9au-h79y
y6ds-67d5,Brooklyn Borough President Office Requests for Assistance,Brooklyn Borough President,List of requests that come from inside and outside the office.,679,335,547,City Government,"['brooklyn borough president', 'borough president']",2019-11-19T15:14:18+0000,2021-06-29T16:53:21+0000,2021-06-29T16:53:22+0000,2021-06-29T16:53:21+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/y6ds-67d5,https://data.cityofnewyork.us/resource/y6ds-67d5
dggd-3jfu,Resident Economic Empowerment and Sustainability (REES) for NYCHA Residents – NYCHA Development - Local Law 163,New York City Housing Authority (NYCHA),"This dataset contains information about the New York City Housing Authority’s (NYCHA) Office of <a href=""https://www1.nyc.gov/site/nycha/residents/rees.page"">Resident Economic Empowerment and Sustainability (REES)</a>. REES supports NYCHA public housing and Section 8 residents’ increased income and assets through programs, policies and formal partnerships in the areas of employment and advancement, adult education and training, financial literacy and asset building and resident business development.   Each row in the dataset represents the number of public housing residents on a NYCHA Development-level who receive or utilize this service. Data on interagency collaborations such as Jobs-Plus and Business Pathways are not part of this data but are accounted for in NYC Business Solutions and Human Resources data respectively. As per HUD regulations REES serves NYCHA public housing, NYCHA Section 8 and Section 3 residents.

The dataset is part of the annual report compiled by the Mayor’s Office of Operations as mandated by the <a href=""https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=2745761&GUID=2A9FB1D2-A1A8-4484-9D49-6F8332171B66"">Local Law 163 of 2016</a> on different services provided to NYCHA residents. See other datasets in this report by searching the keyword “Services available to NYCHA Residents - Local Law 163 (2016)” on the Open Data Portal.",1741,1026,936,Social Services,"['nycha', 'll163', 'locallaw163', 'public housing', 'rees', 'development']",2019-11-14T19:36:57+0000,2023-12-01T19:10:50+0000,2023-12-01T19:10:52+0000,2023-12-01T19:10:50+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/dggd-3jfu,https://data.cityofnewyork.us/resource/dggd-3jfu
h65x-gk9r,Resident Economic Empowerment and Sustainability (REES) for NYCHA Residents – Council District - Local Law 163,New York City Housing Authority (NYCHA),"This dataset contains information about the New York City Housing Authority’s (NYCHA) Office of <a href=""https://www1.nyc.gov/site/nycha/residents/rees.page"">Resident Economic Empowerment and Sustainability (REES)</a>. REES supports NYCHA public housing and Section 8 residents’ increased income and assets through programs, policies and formal partnerships in the areas of employment and advancement, adult education and training, financial literacy and asset building and resident business development.   Each row in the dataset represents the number of public housing residents on a City Council District level who receive or utilize this service. Data on interagency collaborations such as Jobs-Plus and Business Pathways are not part of this data but are accounted for in NYC Business Solutions and Human Resources data respectively. As per HUD regulations REES serves NYCHA public housing, NYCHA Section 8 and Section 3 residents.

The dataset is part of the annual report compiled by the Mayor’s Office of Operations as mandated by the <a href=""https://legistar.council.nyc.gov/LegislationDetail.aspx?ID=2745761&GUID=2A9FB1D2-A1A8-4484-9D49-6F8332171B66"">Local Law 163 of 2016</a> on different services provided to NYCHA residents. See other datasets in this report by searching the keyword “Services available to NYCHA Residents - Local Law 163 (2016)” on the Open Data Portal.",260,497,516,Social Services,"['nycha', 'll163', 'locallaw163', 'public housing', 'rees', 'councildistrict']",2019-11-14T16:40:41+0000,2023-12-01T19:10:38+0000,2023-12-01T19:10:39+0000,2023-12-01T19:10:38+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/h65x-gk9r,https://data.cityofnewyork.us/resource/h65x-gk9r
acek-a5z6,Summer Youth Employment Program (SYEP) for NYCHA Residents by NYCHA development- Local Law 163,Department of and Community Development (DYCD),"This datasets contains information about <a href=""https://www1.nyc.gov/site/dycd/services/jobs-internships/summer-youth-employment-program-syep.page"">Summer Youth Employment Program (SYEP)</a>, a service offered by the Department of Youth and Community Development (DYCD) aimed at getting young New Yorkers paid work experience and career exploration opportunities. Each row in the dataset represents the number of public housing residents on a NYCHA Development-level who receive or utilize this service.

The datasets in this report can be searched by using the keyword “Services available to NYCHA Residents - Local Law 163 (2016)” on the Open Data Portal.",1596,681,1010,Social Services,"['nycha', 'll163', 'locallaw163', 'public housing', 'dycd', 'syep', 'development']",2019-11-14T16:12:01+0000,2023-12-11T21:28:32+0000,2023-12-11T21:28:33+0000,2023-12-11T21:28:32+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/acek-a5z6,https://data.cityofnewyork.us/resource/acek-a5z6
g4tm-nibn,2017-18 Financial Services for NYCHA Residents - Local Law 163,Department of Consumer and Worker Protection (DCWP),"This datasets contains information about NYCHA residents’ use of:

a) <a href=""https://www1.nyc.gov/site/dca/consumers/get-free-financial-counseling.page"">NYC Financial Empowerment Centers</a>: a program that provides free, one-on-one professional financial counseling and coaching to all NYC residents, this row indicates the number of NYCHA residents who utilized the services; 

b) Residents CAN!: a program that provided free professional and peer-to-peer financial counseling and coaching to residents in targeted NYCHA developments;

c) <a href=""https://www1.nyc.gov/site/dca/media/pr031416.page"">La Ventanilla</a>: a program that helps connect the Mexican community in New York City to financial counseling and coaching, as well as Free Tax Preparation services; and 

d) <a href=""https://www1.nyc.gov/site/hpd/renters/ready-to-rent.page"">Ready to Rent</a>: a program providing free one-on-one financial counseling to New Yorkers seeking to apply for affordable housing units through HPD’s Housing Connect lottery.

Each row in the dataset represents the number of public housing residents on a Borough-level who receive or utilize this service.",10,570,468,City Government,"['nycha', 'll163', 'locallaw163', 'public housing', 'financialservices', 'dca', 'consumeraffairs']",2019-11-14T15:35:47+0000,2022-05-09T22:21:15+0000,2019-11-14T15:43:39+0000,2022-05-09T22:21:15+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/g4tm-nibn,https://data.cityofnewyork.us/resource/g4tm-nibn
4hcv-tc5r,Capital Project Tracker,Department of Parks and Recreation (DPR),"A listing of all capital projects managed by NYC Parks, and a timeline for their completion.

Supporting documentation can be found at the following link (http://www.nycgovparks.org/bigapps/desc/DPR_CapitalProjectTracker_001.txt).

See JSON and XML feeds here https://data.cityofnewyork.us/Recreation/Capital-Project-Tracker/qiwj-i2jk",2560,2524,2187,Recreation,"['capital projects', 'parks']",2019-11-14T14:48:59+0000,2024-08-19T13:00:18+0000,2024-08-19T13:00:22+0000,2024-08-19T13:00:18+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/4hcv-tc5r,https://data.cityofnewyork.us/resource/4hcv-tc5r
